dhms_region_id,chromosome,region_start,region_end,dhms_state,n_bins,mean_state_posterior,length_kb,annotation,overlapping_gene,overlapping_transcript,nearest_gene,distance_to_nearest_tss
228,chr10,8206000,8211000,ESC_enriched,5,0.9990544606189908,5.0,promoter,Ust,NM_177387,Ust,515
229,chr10,10769000,10773000,ESC_enriched,4,0.9746989305260292,4.0,promoter,Grm1,NM_016976,Grm1,1521
230,chr10,12631000,12633000,ESC_enriched,2,0.9999949675749978,2.0,gene_body,Stx11,NM_029075,B230208H11Rik,18683
231,chr10,12749000,12754000,ESC_enriched,5,0.988948854735874,5.0,promoter,Gm40602,NR_168593,Gm40602,769
232,chr10,12780000,12782000,ESC_enriched,2,0.9967138211862698,2.0,promoter,Hymai;Plagl1,NR_131912;NM_001364645,Plagl1,29
233,chr10,13402000,13404000,NPC_enriched,2,0.9594615789903329,2.0,gene_body,Aig1,NM_001347362,Aig1,156155
234,chr10,13656000,13659000,ESC_enriched,3,0.9853406240970815,3.0,promoter,Hivep2,NM_010437,Hivep2,924
235,chr10,13818000,13824000,ESC_enriched,6,0.9901083914828339,6.0,gene_body,Hivep2,NM_010437,Hivep2,164424
236,chr10,18007000,18009000,ESC_enriched,2,0.9859428796715746,2.0,intergenic,,,Ccdc28a,83603
237,chr10,18281000,18282000,ESC_enriched,1,0.9879822482725396,1.0,gene_body,Arfgef3,NM_001033258,Hebp2,46008
238,chr10,18433000,18434000,ESC_enriched,1,0.9518350629721128,1.0,promoter,Arfgef3;Gm32926,NM_001033258;NR_152783,Arfgef3,326
239,chr10,19041000,19053000,ESC_enriched,12,0.9975483678292597,12.0,promoter,Olig3,NM_053008,Olig3,1046
240,chr10,19401000,19404000,ESC_enriched,3,0.9772418433805216,3.0,promoter,Il20ra,NM_172786,Il20ra,498
241,chr10,19538000,19542000,ESC_enriched,4,0.9927595798215776,4.0,promoter,Slc35d3,NM_029529,Slc35d3,875
242,chr10,19624000,19625000,ESC_enriched,1,0.9660628983540007,1.0,promoter,Map3k5,NM_008580,Map3k5,559
243,chr10,20782000,20791000,ESC_enriched,9,0.9936946107296686,9.0,intergenic,,,Myb,63900
244,chr10,22502000,22511000,ESC_enriched,9,0.9938328216010538,9.0,promoter,Tcf21,NM_011545,Tcf21,3059
245,chr10,22532000,22534000,ESC_enriched,2,0.9826380030574919,2.0,intergenic,,,Tcf21,23441
246,chr10,23037000,23040000,ESC_enriched,3,0.9834208118644678,3.0,promoter,Eya4,NM_010167,Eya4,859
247,chr10,23912000,23915000,ESC_enriched,3,0.9858374626842585,3.0,promoter,Moxd1,NM_021509,Moxd1,568
248,chr10,24401000,24403000,ESC_enriched,2,0.9712779988348108,2.0,promoter,Enpp1,NM_001308327,Enpp1,425
249,chr10,28886000,28889000,ESC_enriched,3,0.9886312859359991,3.0,gene_body,Soga3,NM_026138,9330159F19Rik,13558
250,chr10,30532000,30535000,ESC_enriched,3,0.9910334398155521,3.0,promoter,Hey2,NM_013904,Hey2,1301
251,chr10,31297000,31301000,ESC_enriched,4,0.9997030023798449,4.0,promoter,Rnf217,NM_001146349,Rnf217,141
252,chr10,36196000,36199000,ESC_enriched,3,0.9884443201201661,3.0,promoter,Hs3st5,NM_001253356,Hs3st5,1278
253,chr10,38654000,38657000,ESC_enriched,3,0.9844521270223835,3.0,promoter,Lama4,NM_010681,Lama4,570
254,chr10,39616000,39617000,ESC_enriched,1,0.9998891759707422,1.0,promoter,Mfsd4b2,NR_160807,Mfsd4b2,148
255,chr10,39648000,39652000,ESC_enriched,4,0.9756887970751011,4.0,promoter,Mfsd4b3-ps,NR_160808,Mfsd4b3-ps,431
256,chr10,39713000,39715000,ESC_enriched,2,0.9968536691654812,2.0,promoter,Mfsd4b1,NM_144821,Mfsd4b1,684
257,chr10,40331000,40333000,ESC_enriched,2,0.9630811805066088,2.0,gene_body,Ddo,NM_001316717,Ddo,12574
258,chr10,40371000,40374000,ESC_enriched,3,0.9907022118298983,3.0,promoter,Mettl24,NM_177793,Mettl24,762
259,chr10,40759000,40761000,ESC_enriched,2,0.9884372504659116,2.0,promoter,Gpr6,NM_199058,Gpr6,705
260,chr10,41962000,41964000,ESC_enriched,2,0.9777940022937243,2.0,gene_body,Foxo3,NM_019740,Foxo3,2110
261,chr10,42252000,42286000,ESC_enriched,34,0.9966764033755752,34.0,promoter,Gm38491;Nr2e1,NR_169130;NM_152229,Nr2e1,3005
262,chr10,42300000,42305000,ESC_enriched,5,0.9948072980800251,5.0,intergenic,,,Gm38491,30294
263,chr10,42317000,42327000,ESC_enriched,10,0.9976293504387594,10.0,intergenic,,,Ostm1,45330
264,chr10,42619000,42621000,ESC_enriched,2,0.9789976651383029,2.0,gene_body,Scml4,NM_001359264,Gm5079,59577
265,chr10,42701000,42712000,ESC_enriched,11,0.9972329518407484,11.0,gene_body,Sobp,NM_175407,Gm5079,26923
266,chr10,42859000,42865000,ESC_enriched,6,0.9917721826213212,6.0,promoter,9030612E09Rik;Sobp,NR_102361;NM_175407,Sobp,945
267,chr10,43199000,43201000,ESC_enriched,2,0.9868877299650478,2.0,gene_body,Bend3,NM_199028,Mtres1,29433
268,chr10,43265000,43270000,ESC_enriched,5,0.9967829450923897,5.0,promoter,Cd24a,NM_009846,Cd24a,83
269,chr10,43690000,43696000,ESC_enriched,6,0.9924710837304499,6.0,gene_body,Crybg1,NM_001368305,Rtn4ip1,102779
270,chr10,44215000,44218000,ESC_enriched,3,0.9885119238114831,3.0,intergenic,,,Prdm1,69337
271,chr10,45133000,45136000,NPC_enriched,3,0.9917721309808178,3.0,gene_body,Lin28b,NM_001031772,Lin28b,24116
272,chr10,45141000,45151000,NPC_enriched,10,0.9946016674251998,10.0,gene_body,Lin28b,NM_001031772,Lin28b,12616
273,chr10,45154000,45174000,NPC_enriched,20,0.996567762521463,20.0,promoter,Lin28b,NM_001031772,Lin28b,5384
274,chr10,46383000,46386000,NPC_enriched,3,0.9982756497072433,3.0,intergenic,,,D030045P18Rik,888382
275,chr10,50614000,50616000,NPC_enriched,2,0.9971444499413722,2.0,gene_body,Sim1,NM_011376,Sim1,30935
276,chr10,50947000,50949000,NPC_enriched,2,0.9559531572915383,2.0,intergenic,,,Lilr4b,221026
277,chr10,50951000,50954000,NPC_enriched,3,0.992437701055228,3.0,intergenic,,,Lilr4b,216526
278,chr10,51372000,51378000,NPC_enriched,6,0.9972554314320976,6.0,gene_body,Rfx6,NM_001159389,Rfx6,8826
279,chr10,51399000,51403000,NPC_enriched,4,0.9901381547274407,4.0,gene_body,Rfx6,NM_001159389,Rfx6,34826
280,chr10,51452000,51467000,NPC_enriched,15,0.9962313663908177,15.0,intergenic,,,4933411G06Rik,13891
281,chr10,52379000,52380000,ESC_enriched,1,0.9591410724650856,1.0,promoter,Slc35f1,NM_178675,Slc35f1,585
282,chr10,53438000,53441000,ESC_enriched,3,0.9847757093093454,3.0,promoter,Fam184a,NM_001081428,Fam184a,176
283,chr10,57320000,57322000,ESC_enriched,2,0.9879470880253327,2.0,promoter,Pkib,NM_008863,Pkib,605
284,chr10,57482000,57484000,ESC_enriched,2,0.9979110156035599,2.0,promoter,Smpdl3a,NM_020561,Smpdl3a,42
285,chr10,58208000,58209000,ESC_enriched,1,0.9790574413330589,1.0,promoter,Sh3rf3,NM_172788,Sh3rf3,215
286,chr10,58617000,58619000,ESC_enriched,2,0.9831375937401989,2.0,promoter,Septin10;Sowahc,NM_001379063;NM_172939,Sowahc,722
287,chr10,59365000,59377000,ESC_enriched,12,0.9934041195013453,12.0,intergenic,,,Ddit4,23873
288,chr10,59501000,59506000,ESC_enriched,5,0.9925889333222926,5.0,promoter,Spock2,NM_052994,Spock2,1887
289,chr10,59580000,59583000,ESC_enriched,3,0.9999390634192652,3.0,gene_body,Chst3,NM_016803,Gm51802,23752
290,chr10,59611000,59615000,ESC_enriched,4,0.9991979299382652,4.0,promoter,Chst3,NM_016803,Chst3,1617
291,chr10,60226000,60227000,ESC_enriched,1,0.9737225497265872,1.0,promoter,Unc5b,NM_029770,Unc5b,438
292,chr10,60990000,60992000,ESC_enriched,2,0.9755153393282698,2.0,promoter,Npffr1,NM_001177511,Npffr1,349
293,chr10,61021000,61024000,ESC_enriched,3,0.9921533090048343,3.0,gene_body,Npffr1,NM_001177511,Ppa1,21477
294,chr10,61524000,61526000,ESC_enriched,2,0.9869744446120777,2.0,intergenic,,,Neurog3,3446
295,chr10,62118000,62123000,ESC_enriched,5,0.9849056877037242,5.0,promoter,Stox1,NM_001033260,Stox1,951
296,chr10,62979000,62980000,ESC_enriched,1,0.9604709709330036,1.0,gene_body,Ctnna3,NM_001164376,Ctnna3,126633
297,chr10,63482000,63485000,ESC_enriched,3,0.997562224102636,3.0,promoter,Lrrtm3,NM_178678,Lrrtm3,2112
298,chr10,66714000,66717000,ESC_enriched,3,0.9830183430541252,3.0,intergenic,,,Nrbf2,34862
299,chr10,66925000,66937000,ESC_enriched,12,0.9963654636289077,12.0,promoter,Egr2,NM_001373983,Egr2,145
300,chr10,68119000,68121000,ESC_enriched,2,0.988556636241071,2.0,promoter,Tmem26,NM_177794,Tmem26,898
301,chr10,68608000,68610000,ESC_enriched,2,0.9915590299369388,2.0,promoter,A930033H14Rik,NM_001331193,A930033H14Rik,545
302,chr10,70553000,70560000,ESC_enriched,7,0.9964339261119909,7.0,promoter,Bicc1,NM_031397,Bicc1,1510
303,chr10,74409000,74417000,ESC_enriched,8,0.9957290217586148,8.0,promoter,Gnaz,NM_001358848,Gnaz,2054
304,chr10,74434000,74437000,ESC_enriched,3,0.9963825969457726,3.0,gene_body,Gnaz;Rsph14,NM_001358848;NM_027730,Gnaz,24554
305,chr10,74505000,74506000,ESC_enriched,1,0.9581896074606231,1.0,promoter,Bcr,NM_001081412,Bcr,889
306,chr10,74760000,74770000,ESC_enriched,10,0.992489688510287,10.0,promoter,Adora2a,NM_009630,Adora2a,4408
307,chr10,75002000,75005000,ESC_enriched,3,0.9953073706016884,3.0,promoter,Lrrc75b,NM_198860,Lrrc75b,546
308,chr10,76019000,76021000,ESC_enriched,2,0.9923146740310416,2.0,promoter,Ftcd,NM_080845,Ftcd,637
309,chr10,77372000,77375000,ESC_enriched,3,0.9834451053836629,3.0,promoter,Trpm2,NM_138301,Trpm2,499
310,chr10,77791000,77796000,ESC_enriched,5,0.9947782226244494,5.0,intergenic,,,Mir6907,18174
311,chr10,77884000,77887000,ESC_enriched,3,0.9923091966991137,3.0,intergenic,,,Pdxk,17423
312,chr10,77990000,77997000,ESC_enriched,7,0.9946838846401304,7.0,promoter,Syde1,NM_027875,Syde1,1593
313,chr10,78152000,78157000,ESC_enriched,5,0.9872872116972186,5.0,promoter,Ccdc105,NM_027630,Ccdc105,1696
314,chr10,78873000,78875000,NPC_enriched,2,0.9972645754731422,2.0,promoter,Vmn2r83,NM_001104537,Vmn2r83,1914
315,chr10,79013000,79016000,ESC_enriched,3,0.9910330141107693,3.0,gene_body,C2cd4c,NM_001168624,C2cd4c,2654
316,chr10,79179000,79182000,ESC_enriched,3,0.9840203938109435,3.0,promoter,Fstl3,NM_031380,Fstl3,98
317,chr10,79322000,79325000,ESC_enriched,3,0.9849597993791245,3.0,gene_body,Kiss1r,NM_053244,Kiss1r,3401
318,chr10,79332000,79362000,NPC_enriched,30,0.9965242490392743,30.0,gene_body,Arid3a,NM_007880,Wdr18,16280
319,chr10,79376000,79381000,ESC_enriched,5,0.9851274249125213,5.0,gene_body,Grin3b;Tmem259,NM_130455;NM_001359632,Grin3b,4648
320,chr10,79584000,79585000,ESC_enriched,1,0.9760573779076472,1.0,gene_body,Efna2,NM_007909,Efna2,1890
321,chr10,79590000,79595000,ESC_enriched,5,0.9964667868916395,5.0,gene_body,Efna2,NM_007909,Efna2,9890
322,chr10,79701000,79704000,ESC_enriched,3,0.9894776916409626,3.0,gene_body,Apc2,NM_001372237,Apc2,3416
323,chr10,79714000,79720000,ESC_enriched,6,0.9962110199270175,6.0,gene_body,Apc2,NM_001372237,2310011J03Rik,6677
324,chr10,79744000,79746000,ESC_enriched,2,0.9999438017833402,2.0,gene_body,Adamtsl5,NM_001285435,Adamtsl5,6577
325,chr10,80211000,80214000,ESC_enriched,3,0.9906862151897523,3.0,gene_body,Jsrp1,NM_028001,Jsrp1,4127
326,chr10,80236000,80241000,ESC_enriched,5,0.9864186879501652,5.0,gene_body,Lingo3,NM_001359746,Mir1982,6575
327,chr10,80246000,80250000,ESC_enriched,4,0.9874415091990628,4.0,promoter,Lingo3,NM_001359746,Lingo3,1073
328,chr10,80290000,80294000,ESC_enriched,4,0.980897815337766,4.0,gene_body,Tmprss9,NM_001081688,Tmprss9,9056
329,chr10,80657000,80661000,ESC_enriched,4,0.985043564883797,4.0,promoter,Matk,NM_010768,Matk,1427
330,chr10,80735000,80737000,ESC_enriched,2,0.9998526080303216,2.0,gene_body,Tbxa2r,NM_009325,Tbxa2r,4169
331,chr10,80741000,80742000,ESC_enriched,1,0.9998336606741315,1.0,gene_body,Gipc3,NM_148951,Gipc3,4988
332,chr10,80976000,80987000,ESC_enriched,11,0.9975322529283601,11.0,promoter,Tle2,NM_001252401,Tle2,3085
333,chr10,80990000,80992000,ESC_enriched,2,0.967235715993174,2.0,gene_body,Tle2,NM_001252401,Tle2,12585
334,chr10,82413000,82418000,ESC_enriched,5,0.9983657688751029,5.0,promoter,Chst11,NM_021439,Chst11,205
335,chr10,82424000,82428000,ESC_enriched,4,0.9740957109119005,4.0,gene_body,Chst11,NM_021439,Chst11,10705
336,chr10,82766000,82768000,ESC_enriched,2,0.998816795837447,2.0,promoter,Gm40722;Slc41a2,NR_168611;NM_177388,Slc41a2,616
337,chr10,84182000,84199000,ESC_enriched,17,0.9973860902015546,17.0,promoter,Rfx4,NM_001024918,Rfx4,4654
338,chr10,84272000,84273000,ESC_enriched,1,0.9658159539407174,1.0,gene_body,Rfx4,NM_001024918,Ric8b,74911
339,chr10,84283000,84291000,ESC_enriched,8,0.9879143556123802,8.0,gene_body,Rfx4,NM_001024918,Ric8b,60411
340,chr10,84817000,84818000,ESC_enriched,1,0.9999953307648789,1.0,promoter,Btbd11,NM_028709,Btbd11,888
341,chr10,86162000,86163000,ESC_enriched,1,0.9510026808053944,1.0,gene_body,Ttc41,NM_001003910,Ttc41,26891
342,chr10,86338000,86340000,ESC_enriched,2,0.9799337451393606,2.0,gene_body,Stab2,NM_138673,Gm16271,62939
343,chr10,86915000,86926000,ESC_enriched,11,0.9986784440587834,11.0,promoter,Ascl1,NM_008553,Ascl1,2959
344,chr10,87785000,87788000,ESC_enriched,3,0.9922034567242255,3.0,promoter,Dram1,NM_027878,Dram1,374
345,chr10,88315000,88318000,ESC_enriched,3,0.9967657788106546,3.0,promoter,Slc5a8,NM_145423,Slc5a8,710
346,chr10,90396000,90401000,ESC_enriched,5,0.991467390754422,5.0,gene_body,Anks1b,NM_001359241,Apaf1,114042
347,chr10,91458000,91468000,NPC_enriched,10,0.9984664752956884,10.0,intergenic,,,Mir135a-2,38984
348,chr10,91501000,91519000,NPC_enriched,18,0.9986188040328747,18.0,promoter,Mir135a-2,NR_029812,Mir135a-2,8016
349,chr10,92969000,92971000,ESC_enriched,2,0.9962396214896256,2.0,promoter,Amdhd1;Ccdc38,NM_027908;NM_175488,Amdhd1,168
350,chr10,93070000,93074000,ESC_enriched,4,0.9960355037048657,4.0,promoter,Ntn4,NM_021320,Ntn4,1153
351,chr10,93741000,93744000,ESC_enriched,3,0.989479661889987,3.0,promoter,Tmcc3,NM_001359762,Tmcc3,753
352,chr10,93945000,93948000,ESC_enriched,3,0.9855694053533078,3.0,gene_body,Tmcc3,NM_001359762,Mir7211,69498
353,chr10,94371000,94376000,ESC_enriched,5,0.9990554711665958,5.0,promoter,Plxnc1,NM_018797,Plxnc1,1033
354,chr10,99445000,99448000,ESC_enriched,3,0.988032837560831,3.0,promoter,Kitl,NM_001347156,Kitl,992
355,chr10,102324000,102328000,NPC_enriched,4,0.9859991001562303,4.0,intergenic,,,Alx1,132465
356,chr10,102404000,102411000,NPC_enriched,7,0.9976920619821849,7.0,intergenic,,,Alx1,50965
357,chr10,102429000,102436000,NPC_enriched,7,0.9917590586796469,7.0,intergenic,,,Alx1,25965
358,chr10,102447000,102452000,NPC_enriched,5,0.9927475613214922,5.0,gene_body,Alx1,NM_172553,Alx1,8965
359,chr10,102469000,102480000,NPC_enriched,11,0.9953099330795644,11.0,intergenic,,,Alx1,16035
360,chr10,102485000,102494000,NPC_enriched,9,0.9949506399669943,9.0,gene_body,Lrriq1,NM_001163559,Alx1,31035
361,chr10,102557000,102563000,NPC_enriched,6,0.9989237029849302,6.0,gene_body,Lrriq1,NM_001163559,Alx1,101535
362,chr10,102570000,102583000,NPC_enriched,13,0.9916195774549283,13.0,gene_body,Lrriq1,NM_001163559,Lrriq1,89510
363,chr10,102601000,102606000,NPC_enriched,5,0.9869856226047455,5.0,gene_body,Lrriq1,NM_001163559,Lrriq1,62510
364,chr10,102615000,102619000,NPC_enriched,4,0.9900639490257563,4.0,gene_body,Lrriq1,NM_001163559,Lrriq1,49010
365,chr10,102626000,102631000,NPC_enriched,5,0.9857913758816919,5.0,gene_body,Lrriq1,NM_001163559,Lrriq1,37510
366,chr10,102799000,102801000,NPC_enriched,2,0.9968948591711579,2.0,gene_body,Slc6a15,NM_175328,Slc6a15,2505
367,chr10,106676000,106677000,ESC_enriched,1,0.9999562868866344,1.0,promoter,Lin7a,NM_001039354,Lin7a,560
368,chr10,109859000,109862000,ESC_enriched,3,0.9964763575475026,3.0,intergenic,,,9230102K24Rik,144259
369,chr10,111673000,111677000,ESC_enriched,4,0.9936971464398856,4.0,promoter,Kcnc2,NM_001379644,Kcnc2,874
370,chr10,112226000,112227000,ESC_enriched,1,0.9756557011585346,1.0,intergenic,,,Gm3942,15361
371,chr10,114204000,114207000,ESC_enriched,3,0.999927561840764,3.0,promoter,Gm15723;Trhde,NR_155864;NM_146241,Gm15723,335
372,chr10,114989000,114994000,ESC_enriched,5,0.9907758456262687,5.0,promoter,Lgr5,NM_010195,Lgr5,390
373,chr10,115517000,115519000,ESC_enriched,2,0.992717159270051,2.0,promoter,Taf7l2,NM_001161855,Taf7l2,27
374,chr10,115704000,115707000,ESC_enriched,3,0.9864471296095408,3.0,promoter,Ptprb,NM_029928,Ptprb,17
375,chr10,115874000,115880000,ESC_enriched,6,0.9943275690869297,6.0,promoter,Kcnmb4;Kcnmb4os2,NM_021452;NR_130644,Kcnmb4os2,272
376,chr10,116428000,116432000,ESC_enriched,4,0.9925622394929489,4.0,gene_body,Best3,NM_001007583,Lrrc10,19450
377,chr10,116448000,116451000,ESC_enriched,3,0.9931211271387657,3.0,promoter,Lrrc10,NM_146242,Lrrc10,50
378,chr10,116999000,117000000,ESC_enriched,1,0.958999425091221,1.0,intergenic,,,Cpm,32991
379,chr10,117084000,117087000,ESC_enriched,3,0.979298618377142,3.0,gene_body,Cpm,NM_027468,Mdm2,28251
380,chr10,118857000,118859000,ESC_enriched,2,0.9516648512084787,2.0,promoter,Grip1,NM_001277293,Grip1,907
381,chr10,119603000,119605000,ESC_enriched,2,0.9753435049432273,2.0,promoter,Gm38500;Irak3,NR_166661;NM_028679,Gm38500,649
382,chr10,119830000,119832000,ESC_enriched,2,0.998354646856964,2.0,gene_body,Hmga2,NM_010441,Mir763,20170
383,chr10,119877000,119882000,ESC_enriched,5,0.9983799330435007,5.0,promoter,Hmga2,NM_010441,Hmga2,29
384,chr10,119954000,119958000,ESC_enriched,4,0.9954269633717004,4.0,intergenic,,,Hmga2,76471
385,chr10,120669000,120671000,ESC_enriched,2,0.9834622934187276,2.0,gene_body,Tbc1d30,NM_001361015,4930432O09Rik,64291
386,chr10,120713000,120715000,ESC_enriched,2,0.9989940837481117,2.0,gene_body,Tbc1d30,NM_001361015,Tbc1d30,40704
387,chr10,121851000,121853000,ESC_enriched,2,0.9996474935524555,2.0,promoter,Avpr1a,NM_016847,Avpr1a,442
388,chr10,122082000,122084000,ESC_enriched,2,0.9821464334445115,2.0,promoter,Mir8104;Ppm1h,NR_106182;NM_001110218,Mir8104,626
389,chr10,122667000,122670000,ESC_enriched,3,0.9971864317813052,3.0,promoter,Tafa2,NM_182807,Tafa2,1365
390,chr10,123754000,123757000,NPC_enriched,3,0.9987921946743118,3.0,intergenic,,,4930503E24Rik,116633
391,chr10,124792000,124793000,ESC_enriched,1,0.9872510911593643,1.0,intergenic,,,Slc16a7,60477
392,chr10,126409000,126415000,ESC_enriched,6,0.992529948328945,6.0,gene_body,Avil,NM_009635,Avil,8343
393,chr10,126482000,126496000,ESC_enriched,14,0.999424189575399,14.0,promoter,Agap2,NM_001033263,Agap2,7145
394,chr10,126581000,126584000,ESC_enriched,3,0.9802838908370735,3.0,promoter,Slc26a10,NM_177615,Slc26a10,1031
395,chr10,126928000,126932000,ESC_enriched,4,0.9962100410318396,4.0,gene_body,Nxph4,NM_183297,Shmt2,4607
396,chr10,127068000,127070000,ESC_enriched,2,0.9866713993616493,2.0,promoter,1700012D01Rik;Nab2,NR_045171;NM_001122895,Nab2,652
397,chr10,127154000,127155000,ESC_enriched,1,0.9569664783849664,1.0,promoter,Gpr182,NM_007412,Gpr182,247
398,chr10,128048000,128051000,ESC_enriched,3,0.9927368831728031,3.0,promoter,Gm26876;Ikzf4,NR_152728;NM_011772,Ikzf4,558
399,chr10,128293000,128297000,ESC_enriched,4,0.9837425074212176,4.0,promoter,Gdf11,NM_010272,Gdf11,333
400,chr10,128334000,128339000,ESC_enriched,5,0.9872612018098132,5.0,promoter,Itga7,NM_001330160,Itga7,261
401,chr11,3034000,3036000,ESC_enriched,2,0.9998022255838122,2.0,gene_body,Sfi1,NM_030207,Pisd-ps3,10971
402,chr11,3043000,3045000,ESC_enriched,2,1.0,2.0,gene_body,Sfi1,NM_030207,Pisd-ps3,19971
403,chr11,3079000,3080000,ESC_enriched,1,0.9999999999843334,1.0,gene_body,Sfi1,NM_030207,Sfi1,14106
404,chr11,3390000,3396000,ESC_enriched,6,0.9851352854663329,6.0,gene_body,Inpp5j;Pla2g3,NM_172439;NM_172791,Pla2g3,4771
405,chr11,3402000,3404000,ESC_enriched,2,0.9658373068056352,2.0,promoter,Inpp5j,NM_172439,Inpp5j,1824
406,chr11,3417000,3418000,ESC_enriched,1,0.9826656889639307,1.0,gene_body,Selenom;Smtn,NM_053267;NM_001284427,Selenom,2814
407,chr11,3605000,3607000,ESC_enriched,2,0.9780288015516735,2.0,gene_body,Osbp2,NM_001363163,Morc2a,56561
408,chr11,3762000,3765000,ESC_enriched,3,0.9893435404843576,3.0,promoter,Osbp2,NM_001363163,Osbp2,406
409,chr11,3812000,3814000,ESC_enriched,2,0.9949340730557092,2.0,promoter,Slc35e4,NM_153142,Slc35e4,1667
410,chr11,3897000,3901000,ESC_enriched,4,0.9900968327167121,4.0,gene_body,Gal3st1,NM_001177703,Gal3st1,15362
411,chr11,4017000,4020000,ESC_enriched,3,0.990618872649268,3.0,promoter,Sec14l2,NM_144520,Sec14l2,232
412,chr11,4957000,4965000,ESC_enriched,8,0.9948622430160645,8.0,promoter,Gas2l1;Rasl10a,NM_030228;NM_145216,Rasl10a,2870
413,chr11,5051000,5054000,ESC_enriched,3,0.9928602895231285,3.0,promoter,Emid1,NM_001371001,Emid1,267
414,chr11,5057000,5061000,ESC_enriched,4,0.9828470197192518,4.0,intergenic,,,Emid1,6767
415,chr11,5616000,5618000,ESC_enriched,2,0.9650457785737694,2.0,gene_body,Urgcp,NM_178623,Mrps24,9296
416,chr11,5761000,5764000,ESC_enriched,3,0.9982656864239111,3.0,promoter,Aebp1,NM_009636,Aebp1,632
417,chr11,5798000,5805000,ESC_enriched,7,0.989996069079372,7.0,promoter,Myl7,NM_022879,Myl7,2715
418,chr11,5964000,5967000,ESC_enriched,3,0.9999724741096602,3.0,promoter,Camk2b,NM_001174054,Camk2b,251
419,chr11,6502000,6506000,ESC_enriched,4,0.9932906767555538,4.0,promoter,Nacad,NM_001081652,Nacad,2057
420,chr11,6964000,6967000,ESC_enriched,3,0.9884570822578631,3.0,promoter,Adcy1,NM_009622,Adcy1,2065
421,chr11,7113000,7115000,ESC_enriched,2,0.9936742351884302,2.0,promoter,Igfbp3,NM_008343,Igfbp3,74
422,chr11,11013000,11017000,ESC_enriched,4,0.9912854525224715,4.0,promoter,Vwc2,NM_177033,Vwc2,982
423,chr11,11958000,11964000,NPC_enriched,6,0.9907541091816907,6.0,intergenic,,,Grb10,33026
424,chr11,12135000,12142000,NPC_enriched,7,0.992708456952063,7.0,gene_body,Cobl,NM_001282993,Grb10,210526
425,chr11,12145000,12155000,NPC_enriched,10,0.9959029353565004,10.0,gene_body,Cobl,NM_001282993,Cobl,214963
426,chr11,12161000,12164000,NPC_enriched,3,0.9613223732074374,3.0,gene_body,Cobl,NM_001282993,Cobl,202463
427,chr11,12168000,12177000,NPC_enriched,9,0.9951075657635516,9.0,gene_body,Cobl,NM_001282993,Cobl,192463
428,chr11,12195000,12203000,NPC_enriched,8,0.9903248619682097,8.0,gene_body,Cobl,NM_001282993,Cobl,165963
429,chr11,12251000,12253000,NPC_enriched,2,0.9740451491546998,2.0,gene_body,Cobl,NM_001282993,Cobl,112963
430,chr11,12255000,12272000,NPC_enriched,17,0.9991905172076905,17.0,gene_body,Cobl,NM_001282993,Cobl,101463
431,chr11,12274000,12289000,NPC_enriched,15,0.998386862512319,15.0,gene_body,Cobl,NM_001282993,Cobl,83463
432,chr11,12290000,12301000,NPC_enriched,11,0.9863395770999065,11.0,gene_body,Cobl,NM_001282993,Cobl,69463
433,chr11,12320000,12323000,NPC_enriched,3,0.9932078703543299,3.0,gene_body,Cobl,NM_001282993,Cobl,43463
